name,price,speed,modules,price_per_gb,first_word_latency,cas_latency,planks,size
Kingston FURY Beast 16 GB,109.97,"[4, 2666]","[4, 4]",6.873,12.003,16.0,2,16
Kingston FURY Beast 64 GB,163.58,"[4, 3200]","[4, 16]",2.556,10.0,16.0,2,64
Kingston FURY Impact 32 GB,80.01,"[4, 2666]","[2, 16]",2.5,12.003,16.0,2,32
TEAMGROUP Elite 16 GB,25.99,"[4, 2666]","[1, 16]",1.624,14.254,19.0,2,16
TEAMGROUP T-Create Expert 32 GB,109.99,"[5, 6400]","[2, 16]",3.437,10.0,32.0,2,32
Mushkin Redline 16 GB,32.98,"[4, 2666]","[2, 8]",2.061,12.003,16.0,2,16
G.Skill Ripjaws 16 GB,69.62,"[4, 3200]","[2, 8]",4.351,11.25,18.0,2,16
Crucial CT2KIT51272AF667 8 GB,58.99,"[2, 667]","[2, 4]",7.374,14.993,5.0,2,8
Kingston KVR16R11D4/8I 8 GB,13.57,"[3, 1600]","[1, 8]",1.696,13.75,11.0,2,8
Kingston FURY Impact 64 GB,129.99,"[4, 2666]","[2, 32]",2.031,12.003,16.0,2,64
G.Skill Ripjaws 16 GB,38.15,"[4, 2133]","[2, 8]",2.384,14.065,15.0,2,16
Patriot Viper Steel 16 GB,27.99,"[4, 2400]","[1, 16]",1.749,15.0,18.0,2,16
G.Skill Trident Z Royal 16 GB,220.26,"[4, 4400]","[2, 8]",13.766,8.182,18.0,2,16
Crucial CT2K8G4SFS832A 16 GB,69.98,"[4, 3200]","[2, 8]",4.374,13.75,22.0,2,16
Mushkin Redline 32 GB,69.59,"[4, 2933]","[2, 16]",2.175,11.592,17.0,2,32
Corsair Dominator Platinum RGB 64 GB,264.99,"[4, 3600]","[4, 16]",4.14,10.0,18.0,2,64
Kingston Server Premier 16 GB,55.3,"[4, 3200]","[1, 16]",3.456,13.75,22.0,2,16
Crucial CT2K32G4SFD8266 64 GB,161.5,"[4, 2666]","[2, 32]",2.523,14.254,19.0,2,64
G.Skill F4-3600C17D-32GTZ 32 GB,115.34,"[4, 3600]","[2, 16]",3.604,9.444,17.0,2,32
PROXMEM UNDERWORLD TUF 32 GB,124.99,"[5, 6400]","[2, 16]",3.906,10.0,32.0,2,32
GeIL ORION V RGB 32 GB,149.99,"[5, 7200]","[2, 16]",4.687,10.0,36.0,2,32
Silicon Power SP008GBLTU160N02 8 GB,19.19,"[3, 1600]","[1, 8]",2.399,13.75,11.0,2,8
Mushkin Essentials 32 GB,58.97,"[4, 2133]","[2, 16]",1.843,14.065,15.0,2,32
Crucial CT16G4WFD824A 16 GB,99.44,"[4, 2400]","[1, 16]",6.215,14.167,17.0,2,16
G.Skill Ripjaws 8 GB,95.0,"[4, 2666]","[1, 8]",11.875,13.503,18.0,2,8
G.Skill Trident Z 16 GB,84.36,"[4, 3600]","[2, 8]",5.272,9.444,17.0,2,16
Corsair Vengeance 32 GB,258.2,"[4, 3000]","[2, 16]",8.069,10.667,16.0,2,32
Corsair Dominator Platinum RGB 16 GB,149.99,"[4, 3000]","[2, 8]",9.374,10.0,15.0,2,16
G.Skill Trident Z Royal 32 GB,306.0,"[4, 4266]","[2, 16]",9.562,7.97,17.0,2,32
G.Skill Trident Z RGB 32 GB,215.84,"[4, 4000]","[2, 16]",6.745,8.5,17.0,2,32
Addlink Spider 4 16 GB,42.88,"[4, 3200]","[2, 8]",2.68,10.0,16.0,2,16
G.Skill Trident Z Royal 16 GB,204.62,"[4, 4400]","[2, 8]",12.789,7.273,16.0,2,16
OCZ Value 1 GB,34.95,"[2, 667]","[1, 1]",34.95,14.993,5.0,2,1
Corsair XMS3 8 GB,104.19,"[3, 1600]","[2, 4]",13.024,11.25,9.0,2,8
Crucial CT51264BD160B 4 GB,16.89,"[3, 1600]","[1, 4]",4.223,13.75,11.0,2,4
Corsair CMV8GX3M1A1333C9 8 GB,39.99,"[3, 1333]","[1, 8]",4.999,13.503,9.0,2,8
G.Skill Ripjaws 8 GB,21.7,"[3, 1600]","[2, 4]",2.712,11.25,9.0,2,8
G.Skill Ripjaws 4 32 GB,123.59,"[4, 3000]","[4, 8]",3.862,10.0,15.0,2,32
Crucial CT16G4RFD4213 16 GB,33.99,"[4, 2133]","[1, 16]",2.124,14.065,15.0,2,16
Corsair Vengeance Performance 8 GB,34.99,"[4, 2400]","[2, 4]",4.374,13.333,16.0,2,8
G.Skill Trident Z RGB 16 GB,217.81,"[4, 4133]","[2, 8]",13.613,8.226,17.0,2,16
Crucial Ballistix Tactical Tracer 64 GB,611.64,"[4, 3000]","[4, 16]",9.557,10.667,16.0,2,64
Corsair Vengeance LPX 32 GB,214.39,"[4, 3333]","[4, 8]",6.7,9.601,16.0,2,32
Kingston FURY 32 GB,98.99,"[4, 2400]","[2, 16]",3.093,12.5,15.0,2,32
Kingston FURY Beast 64 GB,159.51,"[4, 2666]","[4, 16]",2.492,12.003,16.0,2,64
Mushkin Redline 32 GB,97.99,"[5, 5600]","[2, 16]",3.062,12.857,36.0,2,32
Transcend JetRam 8 GB,50.23,"[3, 1600]","[1, 8]",6.279,13.75,11.0,2,8
Mushkin Essentials 4 GB,14.38,"[4, 2133]","[1, 4]",3.595,14.065,15.0,2,4
Corsair Dominator Platinum RGB 32 GB,282.99,"[4, 3000]","[4, 8]",8.843,10.0,15.0,2,32
G.Skill Trident Z Royal 32 GB,176.27,"[4, 3000]","[4, 8]",5.508,10.667,16.0,2,32
Mushkin Redline 16 GB,137.69,"[4, 3466]","[2, 8]",8.606,10.387,18.0,2,16
G.Skill Trident Z Royal 16 GB,320.0,"[4, 3600]","[2, 8]",20.0,7.778,14.0,2,16
Corsair Dominator Platinum RGB 16 GB,167.67,"[4, 4000]","[2, 8]",10.479,8.0,16.0,2,16
Corsair Vengeance RGB Pro 64 GB,481.0,"[4, 3000]","[4, 16]",7.516,10.667,16.0,2,64
GeIL Orion AMD Edition 32 GB,63.99,"[4, 3600]","[2, 16]",2.0,10.0,18.0,2,32
Kingston FURY Beast 64 GB,139.99,"[4, 2666]","[2, 32]",2.187,12.003,16.0,2,64
Mushkin Proline 8 GB,25.71,"[4, 2133]","[1, 8]",3.214,14.065,15.0,2,8
G.Skill Sniper X 32 GB,105.89,"[4, 3200]","[2, 16]",3.309,10.0,16.0,2,32
Kingston KSM48R40BD8KMM-32HMR 32 GB,174.99,"[5, 4800]","[1, 32]",5.468,16.667,40.0,2,32
GeIL ORION V RGB 32 GB,109.99,"[5, 6400]","[2, 16]",3.437,11.875,38.0,2,32
G.Skill Ripjaws 16 GB,51.9,"[3, 1066]","[4, 4]",3.244,13.133,7.0,2,16
Kingston KVR1333D3/2GR 2 GB,22.1,"[3, 1333]","[1, 2]",11.05,13.503,9.0,2,2
Crucial CT2KIT51264BA160B 8 GB,30.7,"[3, 1600]","[2, 4]",3.837,13.75,11.0,2,8
Kingston KVR1333D3E9S/4G 4 GB,18.78,"[3, 1333]","[1, 4]",4.695,13.503,9.0,2,4
G.Skill Ripjaws V 32 GB,114.79,"[4, 2666]","[4, 8]",3.587,11.253,15.0,2,32
G.Skill Ripjaws V 16 GB,356.0,"[4, 3000]","[4, 4]",22.25,10.0,15.0,2,16
G.Skill NT 8 GB,43.32,"[4, 2133]","[2, 4]",5.415,14.065,15.0,2,8
Kingston Impact 64 GB,899.0,"[4, 2400]","[4, 16]",14.047,12.5,15.0,2,64
Corsair Vengeance LED 64 GB,548.04,"[4, 2666]","[4, 16]",8.563,12.003,16.0,2,64
G.Skill Sniper X 32 GB,66.5,"[4, 2400]","[2, 16]",2.078,14.167,17.0,2,32
G.Skill Trident Z 16 GB,189.0,"[4, 3866]","[2, 8]",11.812,9.312,18.0,2,16
Kingston KCP424SS6/4 4 GB,14.88,"[4, 2400]","[1, 4]",3.72,14.167,17.0,2,4
Thermaltake TOUGHRAM 16 GB,159.79,"[4, 4000]","[2, 8]",9.987,9.5,19.0,2,16
Kingston HyperX Fury 64 GB,449.0,"[4, 3466]","[2, 32]",7.016,9.81,17.0,2,64
Neo Forza FAYE 16 GB,69.03,"[4, 3200]","[1, 16]",4.314,10.0,16.0,2,16
Kingston Server Premier 64 GB,181.13,"[4, 2666]","[1, 64]",2.83,14.254,19.0,2,64
Thermaltake TOUGHRAM XG RGB 16 GB,169.99,"[4, 4000]","[2, 8]",10.624,9.5,19.0,2,16
Timetec PINNACLE Konduit 32 GB,74.99,"[4, 3200]","[2, 16]",2.343,10.0,16.0,2,32
TEAMGROUP Elite 32 GB,47.99,"[4, 3200]","[1, 32]",1.5,13.75,22.0,2,32
TEAMGROUP T-Force Zeus 16 GB,29.99,"[4, 3200]","[2, 8]",1.874,13.75,22.0,2,16
Corsair Dominator Platinum RGB 32 GB,164.99,"[4, 3200]","[4, 8]",5.156,10.0,16.0,2,32
Mushkin Essentials 32 GB,56.99,"[4, 2133]","[2, 16]",1.781,14.065,15.0,2,32
Kingston Server Premier 16 GB,52.44,"[4, 2666]","[1, 16]",3.277,14.254,19.0,2,16
Kingston ValueRAM 8 GB,25.31,"[4, 2666]","[1, 8]",3.164,14.254,19.0,2,8
TEAMGROUP T-Force Zeus 8 GB,16.98,"[4, 3200]","[1, 8]",2.123,13.75,22.0,2,8
Samsung M393B2G70DB0-CK0 16 GB,24.99,"[3, 1600]","[1, 16]",1.562,13.75,11.0,2,16
Kingston KVR26S19S8/8 8 GB,20.35,"[4, 2666]","[1, 8]",2.544,14.254,19.0,2,8
Mushkin Redline 32 GB,63.6,"[4, 2666]","[2, 16]",1.988,12.003,16.0,2,32
Corsair Vengeance Performance 32 GB,624.0,"[4, 3800]","[4, 8]",19.5,9.474,18.0,2,32
G.Skill Trident Z Royal Elite 16 GB,209.99,"[4, 3600]","[2, 8]",13.124,7.778,14.0,2,16
TEAMGROUP T-Force Xtreem ARGB 16 GB,214.3,"[4, 3200]","[2, 8]",13.394,8.75,14.0,2,16
Mushkin Redline Lumina 16 GB,59.87,"[4, 3200]","[2, 8]",3.742,8.75,14.0,2,16
Corsair Vengeance Performance 32 GB,549.0,"[4, 3600]","[4, 8]",17.156,8.889,16.0,2,32
G.Skill Trident Z Royal 32 GB,238.37,"[4, 3200]","[2, 16]",7.449,8.75,14.0,2,32
Crucial CT32G4SFD8266 32 GB,85.44,"[4, 2666]","[1, 32]",2.67,14.254,19.0,2,32
Kingston FURY Renegade 128 GB,339.99,"[4, 3600]","[4, 32]",2.656,10.0,18.0,2,128
Kingston Server Premier 16 GB,47.99,"[4, 2933]","[1, 16]",2.999,14.32,21.0,2,16
Kingston ValueRAM 4 GB,75.0,"[2, 667]","[2, 2]",18.75,14.993,5.0,2,4
Mushkin Essentials 16 GB,28.68,"[3, 1333]","[2, 8]",1.792,13.503,9.0,2,16
Corsair Vengeance 16 GB,79.98,"[3, 1600]","[2, 8]",4.999,11.25,9.0,2,16
Kingston KTD-PE426/32G 32 GB,91.4,"[4, 2666]","[1, 32]",2.856,14.254,19.0,2,32
TEAMGROUP Elite 8 GB,15.99,"[4, 2666]","[1, 8]",1.999,14.254,19.0,2,8
Mushkin Silverline 32 GB,68.06,"[4, 2666]","[2, 16]",2.127,14.254,19.0,2,32
Crucial CT16G4XFD8266 16 GB,139.99,"[4, 2666]","[1, 16]",8.749,14.254,19.0,2,16
G.Skill Sniper X 32 GB,82.22,"[4, 2400]","[4, 8]",2.569,14.167,17.0,2,32
G.Skill F4-3200C16Q-64GTZSK 64 GB,429.0,"[4, 3200]","[4, 16]",6.703,10.0,16.0,2,64
PROXMEM KERBEROS 32 GB,79.98,"[4, 3600]","[2, 16]",2.499,10.0,18.0,2,32
Crucial CT2K32G4DFD8266 64 GB,175.9,"[4, 2666]","[2, 32]",2.748,14.254,19.0,2,64
G.Skill Ares 8 GB,29.22,"[3, 1600]","[2, 4]",3.652,11.25,9.0,2,8
G.Skill Sniper 16 GB,35.99,"[3, 1600]","[2, 8]",2.249,12.5,10.0,2,16
Crucial CT2K16G3ERSDD4186D 32 GB,489.06,"[3, 1866]","[2, 16]",15.283,13.934,13.0,2,32
G.Skill Ripjaws V 8 GB,99.95,"[4, 2666]","[1, 8]",12.494,11.253,15.0,2,8
Corsair Vengeance RGB 32 GB,217.18,"[4, 2666]","[4, 8]",6.787,12.003,16.0,2,32
G.Skill Sniper X 64 GB,324.92,"[4, 3600]","[4, 16]",5.077,10.556,19.0,2,64
Crucial CT2K8G4SFS8266 16 GB,63.12,"[4, 2666]","[2, 8]",3.945,14.254,19.0,2,16
Samsung M393A1G40EB1-CPB 8 GB,17.94,"[4, 2133]","[1, 8]",2.243,14.065,15.0,2,8
G.Skill Trident Z Royal 32 GB,370.35,"[4, 4000]","[4, 8]",11.573,7.5,15.0,2,32
G.Skill Trident Z Royal 16 GB,316.18,"[4, 4400]","[2, 8]",19.761,7.727,17.0,2,16
Kingston ValueRAM 4 GB,18.48,"[4, 2666]","[1, 4]",4.62,14.254,19.0,2,4
Crucial CT2KIT12864AA800 2 GB,24.99,"[2, 800]","[2, 1]",12.495,15.0,6.0,2,2
G.Skill Ripjaws X 16 GB,192.99,"[3, 1600]","[4, 4]",12.062,11.25,9.0,2,16
G.Skill Ares 8 GB,46.29,"[3, 2133]","[2, 4]",5.786,8.439,9.0,2,8
Kingston KVR13N9K3/24 24 GB,159.99,"[3, 1333]","[3, 8]",6.666,13.503,9.0,2,24
G.Skill Ripjaws 32 GB,85.03,"[4, 2400]","[4, 8]",2.657,12.5,15.0,2,32
Kingston KVR16LE11L/8 8 GB,58.96,"[3, 1600]","[1, 8]",7.37,13.75,11.0,2,8
Kingston KVR1333D3E9S/8G 8 GB,39.07,"[3, 1333]","[1, 8]",4.884,13.503,9.0,2,8
Corsair ValueSelect 4 GB,14.99,"[4, 2133]","[1, 4]",3.748,14.065,15.0,2,4
Corsair Vengeance LPX 32 GB,760.0,"[4, 3000]","[2, 16]",23.75,10.0,15.0,2,32
Crucial CT4G4RFS8266 4 GB,28.75,"[4, 2666]","[1, 4]",7.188,14.254,19.0,2,4
G.Skill Trident Z Royal 16 GB,159.71,"[4, 4000]","[2, 8]",9.982,8.5,17.0,2,16
Corsair Dominator Platinum RGB 16 GB,154.99,"[4, 4000]","[2, 8]",9.687,9.5,19.0,2,16
Corsair ValueSelect 32 GB,69.99,"[4, 2666]","[1, 32]",2.187,13.503,18.0,2,32
Mushkin Essentials 32 GB,57.03,"[4, 2666]","[1, 32]",1.782,14.254,19.0,2,32
Timetec PINNACLE Konduit 32 GB,59.99,"[4, 3200]","[1, 32]",1.875,10.0,16.0,2,32
Kingston KSM48R40BS4TMM-32HMR 32 GB,175.0,"[5, 4800]","[1, 32]",5.469,16.667,40.0,2,32
Crucial CT2KIT25664BA1339 4 GB,27.99,"[3, 1333]","[2, 2]",6.997,13.503,9.0,2,4
G.Skill Ripjaws 16 GB,179.99,"[3, 1600]","[4, 4]",11.249,11.25,9.0,2,16
Crucial CT25664BA1339 2 GB,14.99,"[3, 1333]","[1, 2]",7.495,13.503,9.0,2,2
G.Skill F3-12800CL9D-4GBSQ 4 GB,18.27,"[3, 1600]","[2, 2]",4.567,11.25,9.0,2,4
Mushkin Essentials 8 GB,23.55,"[3, 1333]","[2, 4]",2.944,13.503,9.0,2,8
Kingston KVR21L15Q4/32 32 GB,149.96,"[4, 2133]","[1, 32]",4.686,14.065,15.0,2,32
G.Skill Ripjaws 4 8 GB,114.0,"[4, 3200]","[2, 4]",14.25,10.0,16.0,2,8
Crucial CT51264BD160BJ 4 GB,16.1,"[3, 1600]","[1, 4]",4.025,13.75,11.0,2,4
Kingston KVR21S15S8/4 4 GB,12.0,"[4, 2133]","[1, 4]",3.0,14.065,15.0,2,4
G.Skill Trident Z 64 GB,429.99,"[4, 3200]","[8, 8]",6.719,8.75,14.0,2,64
G.Skill Sniper X 32 GB,198.0,"[4, 3600]","[4, 8]",6.188,10.556,19.0,2,32
G.Skill Trident Z Royal 16 GB,166.39,"[4, 3200]","[2, 8]",10.399,8.75,14.0,2,16
G.Skill Trident Z Neo 64 GB,499.99,"[4, 3600]","[8, 8]",7.812,7.778,14.0,2,64
Neo Forza FAYE 32 GB,55.49,"[4, 4000]","[2, 16]",1.734,9.5,19.0,2,32
Kingston FURY Renegade 32 GB,83.45,"[4, 2666]","[1, 32]",2.608,11.253,15.0,2,32
Kingston FURY Beast 4 GB,32.17,"[4, 2666]","[1, 4]",8.043,12.003,16.0,2,4
TEAMGROUP Elite 64 GB,214.99,"[5, 4800]","[2, 32]",3.359,16.667,40.0,2,64
G.Skill Trident Z RGB 64 GB,798.0,"[4, 3200]","[4, 16]",12.469,9.375,15.0,2,64
G.Skill F4-3600C16Q2-64GTZSW 64 GB,567.0,"[4, 3600]","[8, 8]",8.859,8.889,16.0,2,64
Corsair Vengeance RGB 64 GB,239.99,"[5, 5600]","[2, 32]",3.75,12.857,36.0,2,64
GeIL Polaris RGB 32 GB,112.99,"[5, 6000]","[2, 16]",3.531,12.667,38.0,2,32
Kingston FURY Impact 32 GB,80.01,"[4, 2666]","[2, 16]",2.5,11.253,15.0,2,32
G.Skill Ripjaws 32 GB,109.99,"[4, 3200]","[2, 16]",3.437,11.25,18.0,2,32
Kingston FURY Impact 32 GB,75.34,"[4, 3200]","[1, 32]",2.354,12.5,20.0,2,32
TEAMGROUP T-Create Classic 16 GB,29.99,"[4, 3200]","[2, 8]",1.874,13.75,22.0,2,16
Kingston FURY Impact 8 GB,24.6,"[4, 2666]","[1, 8]",3.075,11.253,15.0,2,8
Crucial CT8G48C40S8U5 8 GB,36.54,"[5, 4800]","[1, 8]",4.567,16.667,40.0,2,8
Mushkin Redline 64 GB,107.98,"[4, 2666]","[2, 32]",1.687,12.003,16.0,2,64
G.Skill Ripjaws 8 GB,20.74,"[3, 1600]","[2, 4]",2.592,13.75,11.0,2,8
Mushkin Redline 16 GB,40.45,"[4, 2933]","[2, 8]",2.528,11.592,17.0,2,16
PROXMEM KERBEROS 16 GB,84.99,"[4, 3600]","[2, 8]",5.312,7.778,14.0,2,16
Crucial CT204864BF160B 16 GB,168.09,"[3, 1600]","[1, 16]",10.506,13.75,11.0,2,16
Corsair Vengeance RGB Pro 16 GB,265.08,"[4, 4266]","[2, 8]",16.567,8.908,19.0,2,16
TEAMGROUP T-Force Xtreem ARGB 32 GB,135.51,"[4, 3200]","[2, 16]",4.235,10.0,16.0,2,32
Kingston ValueRAM 8 GB,39.4,"[5, 4800]","[1, 8]",4.925,16.667,40.0,2,8
Mushkin Redline Lumina 32 GB,80.95,"[4, 2666]","[2, 16]",2.53,12.003,16.0,2,32
Corsair Vengeance Performance 8 GB,21.99,"[4, 2400]","[1, 8]",2.749,13.333,16.0,2,8
Crucial CT8G4WFS824A 8 GB,106.62,"[4, 2400]","[1, 8]",13.328,14.167,17.0,2,8
Addlink Spider 4 32 GB,72.88,"[4, 3200]","[2, 16]",2.277,10.0,16.0,2,32
Mushkin Redline 64 GB,129.25,"[4, 2933]","[2, 32]",2.02,11.592,17.0,2,64
Patriot Signature Line 4 GB,31.71,"[4, 2400]","[1, 4]",7.928,15.833,19.0,2,4
Patriot Viper 4 8 GB,62.84,"[4, 2800]","[2, 4]",7.855,11.429,16.0,2,8
G.Skill Trident Z Royal 16 GB,159.99,"[4, 3600]","[2, 8]",9.999,7.778,14.0,2,16
PNY Performance 16 GB,64.53,"[4, 2666]","[1, 16]",4.033,14.254,19.0,2,16
Neo Forza MARS 32 GB,89.41,"[4, 3200]","[2, 16]",2.794,10.0,16.0,2,32
PROXMEM SPEAR 32 GB,104.99,"[5, 5600]","[2, 16]",3.281,12.857,36.0,2,32
OLOy WarHawk RGB 32 GB,139.99,"[4, 3600]","[2, 16]",4.375,10.0,18.0,2,32
Kingston ValueRAM 1 GB,29.99,"[2, 533]","[1, 1]",29.99,15.009,4.0,2,1
Mushkin Essentials 4 GB,23.55,"[3, 1333]","[2, 2]",5.888,13.503,9.0,2,4
Crucial CT51264AC667 4 GB,79.47,"[2, 667]","[1, 4]",19.867,14.993,5.0,2,4
Corsair CMV16GX3M2A1600C11 16 GB,77.55,"[3, 1600]","[2, 8]",4.847,11.25,9.0,2,16
G.Skill Ripjaws 4 8 GB,33.34,"[4, 2666]","[2, 4]",4.168,11.253,15.0,2,8
Patriot Viper 4 16 GB,86.66,"[4, 2400]","[2, 8]",5.416,12.5,15.0,2,16
G.Skill Ripjaws V 16 GB,170.57,"[4, 2800]","[2, 8]",10.661,11.429,16.0,2,16
G.Skill Trident Z 64 GB,354.43,"[4, 3200]","[4, 16]",5.538,8.75,14.0,2,64
G.Skill Flare X 64 GB,158.56,"[4, 2400]","[4, 16]",2.478,12.5,15.0,2,64
G.Skill Trident Z 16 GB,124.45,"[4, 4266]","[2, 8]",7.778,8.908,19.0,2,16
G.Skill Trident Z Royal 16 GB,344.0,"[4, 4400]","[2, 8]",21.5,8.182,18.0,2,16
Mushkin Redline Lumina 16 GB,59.87,"[4, 4133]","[2, 8]",3.742,9.194,19.0,2,16
Kingston FURY Renegade 16 GB,152.05,"[5, 6000]","[1, 16]",9.503,10.667,32.0,2,16
Kingston ValueRAM 2 GB,19.25,"[2, 800]","[1, 2]",9.625,12.5,5.0,2,2
G.Skill Ripjaws 4 GB,20.39,"[3, 1600]","[1, 4]",5.098,11.25,9.0,2,4
Patriot Gamer 6 GB,84.54,"[3, 1600]","[3, 2]",14.09,11.25,9.0,2,6
Kingston KVR800D2S6/1G 1 GB,14.99,"[2, 800]","[1, 1]",14.99,15.0,6.0,2,1
Mushkin 996573 4 GB,23.55,"[3, 1066]","[2, 2]",5.888,13.133,7.0,2,4
G.Skill NS 8 GB,28.55,"[3, 1333]","[2, 4]",3.569,13.503,9.0,2,8
Crucial CT32G4LFQ4213 32 GB,98.99,"[4, 2133]","[1, 32]",3.093,14.065,15.0,2,32
ADATA ADDS1600W4G11-S 4 GB,68.04,"[3, 1600]","[1, 4]",17.01,13.75,11.0,2,4
Samsung M471B5273DH0-CH9 4 GB,13.5,"[3, 1333]","[1, 4]",3.375,13.503,9.0,2,4
Crucial CT102472BD160B 8 GB,39.83,"[3, 1600]","[1, 8]",4.979,13.75,11.0,2,8
Corsair Vengeance Performance 64 GB,502.76,"[4, 2666]","[4, 16]",7.856,13.503,18.0,2,64
G.Skill Trident Z Royal 32 GB,271.66,"[4, 4000]","[2, 16]",8.489,9.5,19.0,2,32
G.Skill Ripjaws V 16 GB,200.0,"[4, 4000]","[2, 8]",12.5,8.5,17.0,2,16
G.Skill Ripjaws V 16 GB,140.49,"[4, 4266]","[2, 8]",8.781,7.97,17.0,2,16
G.Skill Trident Z Neo 16 GB,278.0,"[4, 4000]","[2, 8]",17.375,8.0,16.0,2,16
GeIL Orion RGB AMD Edition 16 GB,39.99,"[4, 3600]","[2, 8]",2.499,10.0,18.0,2,16
Kingston Fury Renegade RGB 8 GB,46.06,"[4, 4000]","[1, 8]",5.758,9.5,19.0,2,8
Kingston Server Premier 32 GB,96.0,"[4, 3200]","[1, 32]",3.0,13.75,22.0,2,32
Kingston ValueRAM 32 GB,116.92,"[5, 4800]","[2, 16]",3.654,16.667,40.0,2,32
Mushkin Redline 32 GB,173.36,"[4, 4000]","[2, 16]",5.418,9.0,18.0,2,32
Corsair Dominator Platinum RGB 16 GB,104.99,"[4, 3200]","[2, 8]",6.562,11.25,18.0,2,16
Thermaltake TOUGHRAM XG RGB 32 GB,309.99,"[4, 4000]","[2, 16]",9.687,9.5,19.0,2,32
Crucial CT4G4DFS6266 4 GB,31.56,"[4, 2666]","[1, 4]",7.89,14.254,19.0,2,4
Patriot Signature 8 GB,70.15,"[3, 1600]","[2, 4]",8.769,13.75,11.0,2,8
Mushkin Essentials 4 GB,14.64,"[3, 1333]","[1, 4]",3.66,13.503,9.0,2,4
Kingston Blu Red 8 GB,89.98,"[3, 1333]","[2, 4]",11.248,13.503,9.0,2,8
Mushkin Silverline 8 GB,18.42,"[3, 1600]","[1, 8]",2.303,13.75,11.0,2,8
Kingston KVR13N9S8K2/8 8 GB,49.99,"[3, 1333]","[2, 4]",6.249,13.503,9.0,2,8
Crucial CT51264BA160B 4 GB,13.8,"[3, 1600]","[1, 4]",3.45,13.75,11.0,2,4
VisionTek 900667 8 GB,55.93,"[3, 1600]","[1, 8]",6.991,13.75,11.0,2,8
Kingston KTD-PE421/8G 8 GB,32.9,"[4, 2133]","[1, 8]",4.112,14.065,15.0,2,8
G.Skill Ripjaws 4 GB,19.98,"[4, 2400]","[1, 4]",4.995,13.333,16.0,2,4
Kingston ValueRAM 4 GB,29.99,"[4, 2133]","[1, 4]",7.497,14.065,15.0,2,4
Corsair Vengeance LED 32 GB,416.81,"[4, 3000]","[4, 8]",13.025,10.0,15.0,2,32
G.Skill Trident Z Royal 32 GB,341.45,"[4, 3600]","[4, 8]",10.67,7.778,14.0,2,32
Thermaltake TOUGHRAM RC 16 GB,155.99,"[4, 4000]","[2, 8]",9.749,9.5,19.0,2,16
Kingston Fury Renegade RGB 16 GB,56.17,"[4, 3200]","[1, 16]",3.511,10.0,16.0,2,16
Kingston FURY Renegade 64 GB,176.23,"[4, 3200]","[4, 16]",2.754,10.0,16.0,2,64
Thermaltake TOUGHRAM XG RGB 16 GB,179.98,"[4, 4000]","[2, 8]",11.249,9.5,19.0,2,16
Timetec PINNACLE Konduit 16 GB,37.99,"[4, 3200]","[1, 16]",2.374,10.0,16.0,2,16
Kingston FURY Impact 8 GB,26.34,"[4, 3200]","[1, 8]",3.292,12.5,20.0,2,8
G.Skill Ripjaws 32 GB,64.98,"[4, 2400]","[2, 16]",2.031,13.333,16.0,2,32
GeIL ORION V RGB 32 GB,92.99,"[5, 6000]","[2, 16]",2.906,12.667,38.0,2,32
Corsair Vengeance Performance 16 GB,38.99,"[4, 2666]","[1, 16]",2.437,13.503,18.0,2,16
G.Skill Trident Z Royal 16 GB,159.99,"[4, 3600]","[2, 8]",9.999,7.778,14.0,2,16
Crucial CT2K102464BF186D 16 GB,45.0,"[3, 1866]","[2, 8]",2.812,13.934,13.0,2,16
G.Skill F3-12800CL11D-8GBSQ 8 GB,20.43,"[3, 1600]","[2, 4]",2.554,13.75,11.0,2,8
Corsair Vengeance Performance 16 GB,39.99,"[4, 2400]","[1, 16]",2.499,13.333,16.0,2,16
G.Skill Ripjaws 8 GB,17.98,"[3, 1600]","[1, 8]",2.248,11.25,9.0,2,8
Mushkin 977020A 16 GB,28.68,"[3, 1333]","[2, 8]",1.792,13.503,9.0,2,16
G.Skill Trident Z Royal 32 GB,279.99,"[4, 3600]","[2, 16]",8.75,7.778,14.0,2,32
TEAMGROUP T-Force Zeus 32 GB,49.99,"[4, 3200]","[2, 16]",1.562,13.75,22.0,2,32
Corsair ValueSelect 16 GB,39.99,"[4, 2133]","[1, 16]",2.499,14.065,15.0,2,16
G.Skill Ripjaws 8 GB,29.99,"[4, 3200]","[1, 8]",3.749,11.25,18.0,2,8
Kingston KCP426SS8/8 8 GB,24.29,"[4, 2666]","[1, 8]",3.036,12.753,17.0,2,8
Mushkin Silverline 32 GB,64.03,"[4, 2133]","[2, 16]",2.001,14.065,15.0,2,32
Kingston ValueRAM 64 GB,199.99,"[5, 4800]","[2, 32]",3.125,16.667,40.0,2,64
Kingston ValueRAM 32 GB,69.75,"[4, 3200]","[1, 32]",2.18,13.75,22.0,2,32
PROXMEM KERBEROS 16 GB,49.99,"[4, 3600]","[2, 8]",3.124,10.0,18.0,2,16
OLOy WarHawk RGB 8 GB,33.99,"[4, 3600]","[1, 8]",4.249,10.0,18.0,2,8
Corsair ValueSelect 8 GB,19.99,"[4, 2133]","[1, 8]",2.499,14.065,15.0,2,8
Crucial CT2K4G4SFS624A 8 GB,39.95,"[4, 2400]","[2, 4]",4.994,14.167,17.0,2,8
