name,price,speed,modules,price_per_gb,first_word_latency,cas_latency,planks,size
G.Skill Flare X5 96 GB,269.99,"[5, 5600]","[2, 48]",2.812,14.286,40.0,2,96
G.Skill Ripjaws S5 32 GB,106.99,"[5, 6000]","[2, 16]",3.343,10.667,32.0,2,32
G.Skill Trident Z RGB 64 GB,219.99,"[4, 3200]","[2, 32]",3.437,8.75,14.0,2,64
Corsair Vengeance LPX 32 GB,69.98,"[4, 2400]","[2, 16]",2.187,13.333,16.0,2,32
Kingston FURY Beast 16 GB,63.71,"[5, 5600]","[1, 16]",3.982,14.286,40.0,2,16
Crucial CT2KIT25664AA800 4 GB,31.49,"[2, 800]","[2, 2]",7.872,15.0,6.0,2,4
G.Skill Trident Z Royal 256 GB,674.99,"[4, 3600]","[8, 32]",2.637,10.0,18.0,2,256
Kingston FURY Beast RGB 8 GB,29.99,"[4, 3600]","[1, 8]",3.749,9.444,17.0,2,8
TEAMGROUP T-Force Vulcan Z 32 GB,72.98,"[4, 4000]","[2, 16]",2.281,9.0,18.0,2,32
Klevv CRAS X RGB 32 GB,71.98,"[4, 3600]","[2, 16]",2.249,10.0,18.0,2,32
G.Skill Trident Z RGB 16 GB,59.99,"[4, 3600]","[2, 8]",3.749,10.0,18.0,2,16
Patriot Viper Elite II 32 GB,57.99,"[4, 3600]","[1, 32]",1.812,11.111,20.0,2,32
TEAMGROUP T-Force Delta RGB 16 GB,75.72,"[4, 3200]","[2, 8]",4.732,10.0,16.0,2,16
Kingston FURY Beast RGB 64 GB,217.11,"[5, 4800]","[2, 32]",3.392,15.833,38.0,2,64
Crucial CT4G4DFS8213 4 GB,16.0,"[4, 2133]","[1, 4]",4.0,14.065,15.0,2,4
Gigabyte AORUS RGB 16 GB,139.99,"[4, 3333]","[2, 8]",8.749,10.801,18.0,2,16
TEAMGROUP T-Force Vulcan Z 32 GB,169.99,"[4, 3600]","[2, 16]",5.312,7.778,14.0,2,32
G.Skill Ripjaws V 32 GB,205.79,"[4, 3600]","[2, 16]",6.431,7.778,14.0,2,32
G.Skill Trident Z Royal 16 GB,89.99,"[4, 3600]","[2, 8]",5.624,8.889,16.0,2,16
Corsair Vengeance RGB Pro SL 32 GB,119.99,"[4, 3200]","[4, 8]",3.75,10.0,16.0,2,32
Kingston Fury Renegade RGB 32 GB,136.01,"[4, 3600]","[4, 8]",4.25,8.889,16.0,2,32
Corsair Vengeance RGB RT 16 GB,69.98,"[4, 3600]","[2, 8]",4.374,10.0,18.0,2,16
OLOy Blade RGB 16 GB,95.99,"[5, 5600]","[2, 8]",5.999,14.286,40.0,2,16
Corsair Vengeance LPX 8 GB,129.0,"[4, 3000]","[2, 4]",16.125,10.667,16.0,2,8
Corsair Dominator Platinum RGB 32 GB,159.99,"[5, 6000]","[2, 16]",5.0,12.0,36.0,2,32
Kingston KSM48R40BD4TMM-64HMR 64 GB,289.99,"[5, 4800]","[1, 64]",4.531,16.667,40.0,2,64
GeIL Orion RGB AMD Edition 32 GB,69.99,"[4, 3600]","[2, 16]",2.187,10.0,18.0,2,32
Kingston FURY Renegade 32 GB,88.67,"[4, 3200]","[2, 16]",2.771,10.0,16.0,2,32
Corsair CORSAIR Vengeance LPX 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Intel XMP 2.0 Desktop Memory Model CMK64GX4M4X4000C18 64 GB,799.28,"[4, 4000]","[4, 16]",12.489,9.0,18.0,2,64
G.Skill Trident Z5 32 GB,97.99,"[5, 5600]","[2, 16]",3.062,12.857,36.0,2,32
Patriot Viper Elite II 16 GB,28.99,"[4, 3200]","[1, 16]",1.812,11.25,18.0,2,16
TEAMGROUP T-Force Vulcan Z 16 GB,36.23,"[4, 3200]","[1, 16]",2.264,10.0,16.0,2,16
Corsair Vengeance RGB RS 8 GB,29.99,"[4, 3200]","[1, 8]",3.749,10.0,16.0,2,8
GeIL Orion RGB AMD Edition 32 GB,62.99,"[4, 3200]","[2, 16]",1.968,10.0,16.0,2,32
G.Skill Trident Z 32 GB,101.09,"[4, 3200]","[2, 16]",3.159,10.0,16.0,2,32
Patriot Viper Steel 32 GB,58.99,"[4, 3200]","[1, 32]",1.843,10.0,16.0,2,32
Patriot Signature 8 GB,14.99,"[3, 1600]","[1, 8]",1.874,13.75,11.0,2,8
Crucial MTA18ASF4G72AZ-3G2B1 32 GB,139.99,"[4, 3200]","[1, 32]",4.375,13.75,22.0,2,32
G.Skill Trident Z5 Neo 32 GB,114.99,"[5, 6000]","[2, 16]",3.593,10.667,32.0,2,32
TEAMGROUP T-Force Vulcan Z 64 GB,117.99,"[4, 3600]","[2, 32]",1.844,10.0,18.0,2,64
Kingston Fury Beast RGB Special Edition 16 GB,67.02,"[4, 3200]","[2, 8]",4.189,10.0,16.0,2,16
TEAMGROUP Elite 8 GB,22.99,"[5, 5200]","[1, 8]",2.874,16.154,42.0,2,8
Corsair Dominator Platinum RGB 32 GB,164.99,"[4, 3200]","[4, 8]",5.156,10.0,16.0,2,32
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,95.99,"[5, 5200]","[2, 16]",3.0,15.385,40.0,2,32
Corsair Vengeance RGB 48 GB,164.99,"[5, 5600]","[2, 24]",3.437,14.286,40.0,2,48
Corsair Vengeance RGB RT 32 GB,99.99,"[4, 3200]","[2, 16]",3.125,10.0,16.0,2,32
Patriot Viper Elite II 16 GB,36.99,"[4, 3600]","[2, 8]",2.312,11.111,20.0,2,16
G.Skill Trident Z5 Neo RGB 96 GB,297.99,"[5, 5600]","[2, 48]",3.104,14.286,40.0,2,96
G.Skill Trident Z RGB 128 GB,289.99,"[4, 3200]","[4, 32]",2.266,10.0,16.0,2,128
Silicon Power SP016GBLTU160ND2J7 16 GB,23.99,"[3, 1600]","[2, 8]",1.499,13.75,11.0,2,16
Corsair Dominator Platinum RGB 16 GB,79.98,"[4, 3200]","[2, 8]",4.999,10.0,16.0,2,16
Patriot Signature Line 8 GB,16.48,"[4, 2400]","[1, 8]",2.06,14.167,17.0,2,8
G.Skill Trident Z Royal Elite 64 GB,305.63,"[4, 4266]","[2, 32]",4.775,8.908,19.0,2,64
G.Skill Trident Z Neo 256 GB,609.99,"[4, 3600]","[8, 32]",2.383,10.0,18.0,2,256
Kingston Server Premier 32 GB,298.98,"[4, 2933]","[1, 32]",9.343,14.32,21.0,2,32
Corsair Vengeance LPX 64 GB,149.99,"[4, 2400]","[4, 16]",2.344,11.667,14.0,2,64
PROXMEM KERBEROS 32 GB,79.98,"[5, 5200]","[2, 16]",2.499,15.385,40.0,2,32
G.Skill Trident Z RGB 16 GB,163.65,"[4, 4400]","[2, 8]",10.228,7.273,16.0,2,16
TEAMGROUP T-Force Vulcan 64 GB,184.99,"[5, 6000]","[2, 32]",2.89,12.667,38.0,2,64
G.Skill Ripjaws V 32 GB,63.99,"[4, 3200]","[2, 16]",2.0,10.0,16.0,2,32
Patriot Viper Steel RGB 8 GB,25.49,"[4, 3600]","[1, 8]",3.186,11.111,20.0,2,8
G.Skill Ripjaws V 32 GB,134.69,"[4, 3200]","[4, 8]",4.209,10.0,16.0,2,32
Kingston HyperX Fury 16 GB,154.9,"[3, 1866]","[2, 8]",9.681,10.718,10.0,2,16
G.Skill Trident Z Neo 64 GB,147.99,"[4, 3200]","[2, 32]",2.312,10.0,16.0,2,64
G.Skill Trident Z RGB 16 GB,56.99,"[4, 3200]","[2, 8]",3.562,10.0,16.0,2,16
Corsair Vengeance 48 GB,144.99,"[5, 5200]","[2, 24]",3.021,14.615,38.0,2,48
Kingston FURY Beast RGB 32 GB,134.99,"[5, 5200]","[2, 16]",4.218,13.846,36.0,2,32
Patriot Signature Line 8 GB,24.99,"[5, 4800]","[1, 8]",3.124,16.667,40.0,2,8
TEAMGROUP T-Create Expert 32 GB,104.99,"[5, 6000]","[2, 16]",3.281,10.0,30.0,2,32
Corsair Dominator Platinum RGB 32 GB,354.0,"[4, 4000]","[2, 16]",11.062,8.0,16.0,2,32
Mushkin Redline Lumina 16 GB,45.99,"[4, 3600]","[2, 8]",2.874,10.0,18.0,2,16
TEAMGROUP T-Force Delta RGB 32 GB,159.99,"[5, 7000]","[2, 16]",5.0,9.714,34.0,2,32
Kingston FURY Renegade 32 GB,149.62,"[4, 4266]","[2, 16]",4.676,8.908,19.0,2,32
G.Skill NT 16 GB,95.87,"[4, 2133]","[2, 8]",5.992,14.065,15.0,2,16
TEAMGROUP Elite 16 GB,49.99,"[5, 6000]","[1, 16]",3.124,16.0,48.0,2,16
Kingston FURY 16 GB,80.11,"[5, 5600]","[1, 16]",5.007,14.286,40.0,2,16
G.Skill Trident Z5 64 GB,216.99,"[5, 6000]","[2, 32]",3.39,10.667,32.0,2,64
Mushkin Enhanced Redline Stiletto 32 GB,79.99,"[4, 4000]","[2, 16]",2.5,9.0,18.0,2,32
G.Skill Trident Z Royal 64 GB,219.99,"[4, 3600]","[2, 32]",3.437,8.889,16.0,2,64
TEAMGROUP Elite Plus 64 GB,147.99,"[5, 4800]","[2, 32]",2.312,16.667,40.0,2,64
PNY XLR8 Gaming EPIC-X RGB 16 GB,65.99,"[4, 4400]","[2, 8]",4.124,8.636,19.0,2,16
G.Skill Aegis 16 GB,29.99,"[4, 3000]","[1, 16]",1.874,10.667,16.0,2,16
Corsair Vengeance LPX 64 GB,134.99,"[4, 2666]","[2, 32]",2.109,12.003,16.0,2,64
Kingston FURY Beast 16 GB,60.09,"[5, 4800]","[1, 16]",3.756,15.833,38.0,2,16
G.Skill NT 16 GB,96.0,"[4, 2400]","[2, 8]",6.0,12.5,15.0,2,16
V-Color Prism Pro 32 GB,78.99,"[4, 3600]","[2, 16]",2.468,10.0,18.0,2,32
Corsair Vengeance RGB 64 GB,273.13,"[5, 5600]","[2, 32]",4.268,14.286,40.0,2,64
G.Skill Trident Z Neo 32 GB,245.99,"[4, 3600]","[2, 16]",7.687,7.778,14.0,2,32
G.Skill Trident Z5 64 GB,216.99,"[5, 6000]","[2, 32]",3.39,10.667,32.0,2,64
Corsair Dominator Platinum RGB 32 GB,154.99,"[5, 5600]","[2, 16]",4.843,12.857,36.0,2,32
TEAMGROUP T-Force Delta TUF Gaming Alliance 16 GB,44.99,"[4, 3200]","[2, 8]",2.812,10.0,16.0,2,16
TEAMGROUP T-Force Delta RGB 64 GB,189.99,"[5, 5600]","[2, 32]",2.969,12.857,36.0,2,64
Corsair Vengeance RGB RT 32 GB,129.99,"[4, 4000]","[2, 16]",4.062,9.0,18.0,2,32
G.Skill Ares 16 GB,56.32,"[3, 2400]","[2, 8]",3.52,9.167,11.0,2,16
Kingston Server Premier 16 GB,49.99,"[4, 3200]","[1, 16]",3.124,13.75,22.0,2,16
Corsair Vengeance 8 GB,39.99,"[3, 1600]","[1, 8]",4.999,12.5,10.0,2,8
Corsair Vengeance RGB Pro SL 256 GB,699.99,"[4, 3200]","[8, 32]",2.734,10.0,16.0,2,256
G.Skill Aegis 8 GB,26.35,"[4, 2400]","[2, 4]",3.294,12.5,15.0,2,8
G.Skill Ripjaws V 128 GB,369.99,"[4, 3600]","[4, 32]",2.891,8.889,16.0,2,128
Timetec FBA_75TT160UL1R8-4G 16 GB,16.98,"[3, 1600]","[2, 8]",1.061,13.75,11.0,2,16
Kingston FURY Beast RGB 64 GB,233.99,"[5, 5600]","[2, 32]",3.656,12.857,36.0,2,64
G.Skill Value 16 GB,43.22,"[3, 1600]","[2, 8]",2.701,13.75,11.0,2,16
Timetec PINNACLE Konduit RGB 16 GB,36.99,"[4, 3200]","[1, 16]",2.312,10.0,16.0,2,16
G.Skill Trident Z5 RGB 32 GB,139.99,"[5, 6600]","[2, 16]",4.375,10.303,34.0,2,32
Kingston FURY Beast RGB 32 GB,124.99,"[5, 6000]","[1, 32]",3.906,13.333,40.0,2,32
G.Skill Ripjaws 16 GB,61.8,"[4, 2400]","[4, 4]",3.862,12.5,15.0,2,16
Corsair Vengeance RGB Pro 256 GB,664.99,"[4, 3200]","[8, 32]",2.598,10.0,16.0,2,256
G.Skill Value 8 GB,19.85,"[3, 1333]","[2, 4]",2.481,13.503,9.0,2,8
G.Skill Trident Z5 Neo 32 GB,109.99,"[5, 5600]","[2, 16]",3.437,10.714,30.0,2,32
Corsair Vengeance RGB Pro SL 64 GB,339.99,"[4, 4000]","[2, 32]",5.312,9.0,18.0,2,64
Silicon Power XPOWER Zenith Gaming 64 GB,188.98,"[5, 5600]","[2, 32]",2.953,14.286,40.0,2,64
TEAMGROUP T-Force Dark Za 32 GB,191.31,"[4, 3200]","[2, 16]",5.978,10.0,16.0,2,32
Corsair Vengeance RGB 96 GB,294.99,"[5, 5200]","[2, 48]",3.073,14.615,38.0,2,96
Corsair Vengeance 64 GB,179.99,"[5, 5600]","[2, 32]",2.812,14.286,40.0,2,64
Corsair Vengeance LPX 16 GB,139.89,"[4, 3000]","[2, 8]",8.743,10.0,15.0,2,16
TEAMGROUP T-Force Vulcan Z 16 GB,33.99,"[4, 3200]","[2, 8]",2.124,10.0,16.0,2,16
Mushkin Proline 16 GB,42.88,"[4, 3200]","[1, 16]",2.68,13.75,22.0,2,16
Mushkin Redline 32 GB,97.99,"[5, 6000]","[2, 16]",3.062,12.0,36.0,2,32
Kingston FURY Beast 64 GB,174.41,"[4, 3600]","[4, 16]",2.725,10.0,18.0,2,64
Crucial CT16G4WFD8213 16 GB,95.0,"[4, 2133]","[1, 16]",5.938,14.065,15.0,2,16
Patriot Viper Steel 32 GB,59.99,"[4, 3600]","[1, 32]",1.875,10.0,18.0,2,32
Kingston FURY Beast 32 GB,111.87,"[4, 3733]","[2, 16]",3.496,10.179,19.0,2,32
Gigabyte AORUS RGB 16 GB,140.9,"[4, 4400]","[2, 8]",8.806,9.091,20.0,2,16
GeIL EVO SPEAR 16 GB,49.99,"[4, 3000]","[2, 8]",3.124,10.667,16.0,2,16
Kingston ValueRAM 2 GB,16.91,"[2, 800]","[1, 2]",8.455,15.0,6.0,2,2
TEAMGROUP Elite 16 GB,28.99,"[4, 3200]","[2, 8]",1.812,13.75,22.0,2,16
Corsair Vengeance LPX 32 GB,67.99,"[4, 3600]","[2, 16]",2.125,10.0,18.0,2,32
Patriot Viper Elite II 32 GB,54.99,"[4, 3200]","[1, 32]",1.718,11.25,18.0,2,32
TEAMGROUP T-Force Delta RGB 16 GB,114.99,"[4, 3600]","[2, 8]",7.187,7.778,14.0,2,16
V-Color Manta XPrism RGB 64 GB,239.99,"[5, 6000]","[2, 32]",3.75,11.333,34.0,2,64
PNY XLR8 Gaming EPIC-X RGB 16 GB,59.99,"[4, 4200]","[2, 8]",3.749,9.048,19.0,2,16
TEAMGROUP Elite Plus 16 GB,45.99,"[5, 5600]","[1, 16]",2.874,14.286,40.0,2,16
G.Skill Trident Z RGB 32 GB,114.99,"[4, 3200]","[4, 8]",3.593,10.0,16.0,2,32
Crucial Ballistix MAX RGB 16 GB,199.41,"[4, 4000]","[2, 8]",12.463,9.0,18.0,2,16
Crucial CT8G4DFS832A 8 GB,31.33,"[4, 3200]","[1, 8]",3.916,13.75,22.0,2,8
Kingston Server Premier 8 GB,29.75,"[4, 2666]","[1, 8]",3.719,14.254,19.0,2,8
Corsair Vengeance RGB Pro SL 64 GB,189.99,"[4, 3200]","[4, 16]",2.969,10.0,16.0,2,64
G.Skill Trident Z Neo 16 GB,115.9,"[4, 3600]","[2, 8]",7.244,8.889,16.0,2,16
G.Skill Ripjaws S5 48 GB,149.99,"[5, 6000]","[2, 24]",3.125,13.333,40.0,2,48
G.Skill Ripjaws S5 64 GB,189.99,"[5, 5600]","[2, 32]",2.969,10.714,30.0,2,64
G.Skill Trident Z Royal 32 GB,229.0,"[4, 3600]","[2, 16]",7.156,8.889,16.0,2,32
Samsung M393A2G40DB0-CPB 16 GB,51.49,"[4, 2133]","[1, 16]",3.218,14.065,15.0,2,16
G.Skill Trident Z Royal 128 GB,345.99,"[4, 3600]","[4, 32]",2.703,10.0,18.0,2,128
Corsair Vengeance 32 GB,119.99,"[5, 6200]","[2, 16]",3.75,11.613,36.0,2,32
Kingston FURY Beast RGB 64 GB,164.58,"[4, 3200]","[2, 32]",2.572,10.0,16.0,2,64
TEAMGROUP Elite 32 GB,54.99,"[4, 2666]","[2, 16]",1.718,14.254,19.0,2,32
Kingston FURY 16 GB,72.06,"[5, 5200]","[1, 16]",4.504,15.385,40.0,2,16
G.Skill Trident Z RGB 64 GB,387.62,"[4, 3200]","[4, 16]",6.057,8.75,14.0,2,64
Kingston KCP426NS8/8 8 GB,24.37,"[4, 2666]","[1, 8]",3.046,14.254,19.0,2,8
G.Skill Trident Z Royal 128 GB,737.0,"[4, 3600]","[4, 32]",5.758,8.889,16.0,2,128
Kingston KVR13N9K2/16 16 GB,118.97,"[3, 1333]","[2, 8]",7.436,13.503,9.0,2,16
Crucial CT4G4DFS8266 4 GB,14.58,"[4, 2666]","[1, 4]",3.645,14.254,19.0,2,4
Samsung MV-3V4G3D/US 8 GB,306.36,"[3, 1600]","[2, 4]",38.295,13.75,11.0,2,8
TEAMGROUP Elite 8 GB,14.99,"[4, 3200]","[1, 8]",1.874,13.75,22.0,2,8
Patriot Venom RGB 32 GB,112.99,"[5, 6200]","[2, 16]",3.531,12.903,40.0,2,32
Kingston Fury Renegade RGB 16 GB,114.6,"[5, 6400]","[1, 16]",7.162,10.0,32.0,2,16
Samsung M393A2G40EB1-CRC 16 GB,26.49,"[4, 2400]","[1, 16]",1.656,14.167,17.0,2,16
Corsair Vengeance RGB Pro 32 GB,99.99,"[4, 2933]","[2, 16]",3.125,10.91,16.0,2,32
Patriot Viper Steel 16 GB,37.99,"[4, 3000]","[2, 8]",2.374,10.667,16.0,2,16
Kingston ValueRAM 64 GB,249.99,"[4, 2133]","[4, 16]",3.906,14.065,15.0,2,64
Crucial CT16G4DFD8266 16 GB,56.61,"[4, 2666]","[1, 16]",3.538,14.254,19.0,2,16
G.Skill Value 8 GB,21.97,"[4, 2400]","[2, 4]",2.746,14.167,17.0,2,8
G.Skill Aegis 4 GB,14.79,"[4, 2400]","[1, 4]",3.697,12.5,15.0,2,4
Kingston FURY Beast RGB 32 GB,74.98,"[4, 3200]","[1, 32]",2.343,10.0,16.0,2,32
G.Skill TridentZ RGB 32 GB,250.62,"[4, 4000]","[2, 16]",7.832,8.0,16.0,2,32
TEAMGROUP T-Force Xtreem ARGB 16 GB,71.98,"[4, 4000]","[2, 8]",4.499,9.0,18.0,2,16
Patriot Viper Steel RGB 64 GB,118.99,"[4, 3200]","[2, 32]",1.859,11.25,18.0,2,64
TEAMGROUP T-Force Vulcan Z 16 GB,37.99,"[4, 3600]","[2, 8]",2.374,10.0,18.0,2,16
OLOy MD4U323216DJDA 64 GB,121.99,"[4, 3200]","[2, 32]",1.906,10.0,16.0,2,64
TEAMGROUP T-Force Delta RGB 32 GB,82.99,"[5, 5200]","[2, 16]",2.593,15.385,40.0,2,32
Neo Forza Trinity 32 GB,334.99,"[5, 6400]","[2, 16]",10.468,12.5,40.0,2,32
Kingston FURY Renegade 16 GB,52.74,"[4, 3600]","[1, 16]",3.296,8.889,16.0,2,16
GeIL Orion AMD Edition 16 GB,37.99,"[4, 3200]","[2, 8]",2.374,10.0,16.0,2,16
Patriot Viper Steel RGB 16 GB,44.99,"[4, 3200]","[2, 8]",2.812,11.25,18.0,2,16
Corsair Vengeance RGB Pro 16 GB,64.98,"[4, 3000]","[2, 8]",4.061,10.0,15.0,2,16
G.Skill Trident Z5 RGB 32 GB,114.99,"[5, 5600]","[2, 16]",3.593,10.714,30.0,2,32
Corsair Dominator Platinum RGB 64 GB,242.99,"[5, 5600]","[2, 32]",3.797,14.286,40.0,2,64
Corsair Vengeance LPX 128 GB,269.99,"[4, 2666]","[4, 32]",2.109,12.003,16.0,2,128
G.Skill Trident Z Royal 32 GB,229.0,"[4, 3600]","[2, 16]",7.156,8.889,16.0,2,32
Corsair Vengeance RGB Pro SL 64 GB,169.99,"[4, 3600]","[2, 32]",2.656,10.0,18.0,2,64
Kingston FURY Renegade 32 GB,120.03,"[4, 4000]","[2, 16]",3.751,9.5,19.0,2,32
Corsair Vengeance LP 16 GB,79.98,"[3, 1600]","[2, 8]",4.999,12.5,10.0,2,16
Corsair ValueSelect 4 GB,14.99,"[4, 2400]","[1, 4]",3.748,13.333,16.0,2,4
Kingston ValueRAM 16 GB,37.75,"[4, 3200]","[1, 16]",2.359,13.75,22.0,2,16
Crucial Ballistix Sport 1 GB,9.25,"[3, 1600]","[1, 1]",9.25,12.5,10.0,2,1
G.Skill Trident Z Neo 128 GB,352.81,"[4, 3200]","[4, 32]",2.756,10.0,16.0,2,128
TEAMGROUP T-Create Expert 32 GB,149.99,"[5, 7200]","[2, 16]",4.687,9.444,34.0,2,32
G.Skill Ripjaws V 32 GB,68.98,"[4, 2400]","[2, 16]",2.156,12.5,15.0,2,32
Kingston FURY Renegade 16 GB,54.3,"[4, 2666]","[2, 8]",3.394,9.752,13.0,2,16
GeIL Polaris 32 GB,86.99,"[5, 5600]","[2, 16]",2.718,16.429,46.0,2,32
GeIL Orion RGB AMD Edition 16 GB,39.99,"[4, 3600]","[2, 8]",2.499,10.0,18.0,2,16
Kingston FURY Renegade 16 GB,358.67,"[4, 5133]","[2, 8]",22.417,7.793,20.0,2,16
Corsair Dominator Platinum RGB 128 GB,414.99,"[4, 3200]","[4, 32]",3.242,10.0,16.0,2,128
ADATA XPG CASTER RGB 32 GB,126.99,"[5, 6000]","[2, 16]",3.968,13.333,40.0,2,32
Corsair Vengeance RGB Pro 8 GB,34.99,"[4, 3200]","[1, 8]",4.374,10.0,16.0,2,8
G.Skill Ripjaws V 8 GB,22.99,"[4, 2666]","[1, 8]",2.874,14.254,19.0,2,8
Micron MT8JTF51264AZ-1G6E1 4 GB,19.98,"[3, 1600]","[1, 4]",4.995,13.75,11.0,2,4
TEAMGROUP T-Force Vulcan 32 GB,94.99,"[5, 6400]","[2, 16]",2.968,12.5,40.0,2,32
Corsair Vengeance RGB RT 64 GB,174.99,"[4, 3200]","[2, 32]",2.734,10.0,16.0,2,64
Patriot Viper Elite II 64 GB,114.99,"[4, 3600]","[2, 32]",1.797,11.111,20.0,2,64
Corsair Dominator Platinum RGB 16 GB,119.99,"[4, 4000]","[2, 8]",7.499,9.5,19.0,2,16
Corsair Vengeance RGB Pro SL 16 GB,69.98,"[4, 3600]","[2, 8]",4.374,10.0,18.0,2,16
PNY XLR8 Gaming EPIC-X RGB 32 GB,69.99,"[4, 3200]","[2, 16]",2.187,10.0,16.0,2,32
Crucial CT2K16G52C42U5 32 GB,94.99,"[5, 5200]","[2, 16]",2.968,16.154,42.0,2,32
Kingston FURY 32 GB,142.06,"[5, 5600]","[1, 32]",4.439,14.286,40.0,2,32
Mushkin Enhanced Redline Stiletto 32 GB,79.99,"[4, 3200]","[2, 16]",2.5,8.75,14.0,2,32
Timetec PINNACLE Konduit 16 GB,35.99,"[4, 3200]","[2, 8]",2.249,10.0,16.0,2,16
Corsair Dominator Platinum 32 GB,848.0,"[4, 3200]","[2, 16]",26.5,10.0,16.0,2,32
G.Skill Ripjaws V 128 GB,467.18,"[4, 3200]","[4, 32]",3.65,8.75,14.0,2,128
Crucial CT8G4DFS8213 8 GB,35.0,"[4, 2133]","[1, 8]",4.375,14.065,15.0,2,8
Patriot Viper Elite II 8 GB,22.99,"[4, 4000]","[1, 8]",2.874,10.0,20.0,2,8
Corsair Vengeance 48 GB,159.99,"[5, 5600]","[2, 24]",3.333,14.286,40.0,2,48
TEAMGROUP T-Force DELTAα RGB 32 GB,99.99,"[5, 5600]","[2, 16]",3.125,14.286,40.0,2,32
Mushkin Redline Lumina 32 GB,94.99,"[4, 4133]","[2, 16]",2.968,9.194,19.0,2,32
G.Skill Ripjaws V 16 GB,94.99,"[4, 4000]","[2, 8]",5.937,8.0,16.0,2,16
TEAMGROUP Team T-Force aTF10D416G3600HC18JDC01XTREEM ARGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF10D416G3600HC18JDC01 16 GB,59.99,"[4, 3600]","[2, 8]",3.749,10.0,18.0,2,16
TEAMGROUP T-Create Classic 64 GB,114.99,"[4, 3200]","[2, 32]",1.797,13.75,22.0,2,64
Neo Forza MARS 16 GB,49.99,"[4, 4400]","[2, 8]",3.124,8.636,19.0,2,16
TEAMGROUP T-Force Delta RGB 32 GB,112.99,"[5, 6200]","[2, 16]",3.531,12.258,38.0,2,32
Corsair Vengeance LPX 8 GB,24.99,"[4, 2400]","[1, 8]",3.124,11.667,14.0,2,8
ADATA XPG LANCER RGB 32 GB,169.19,"[5, 5200]","[2, 16]",5.287,14.615,38.0,2,32
TEAMGROUP T-Force Delta RGB 16 GB,46.51,"[4, 3200]","[2, 8]",2.907,10.0,16.0,2,16
Patriot Signature Line 16 GB,49.99,"[5, 4800]","[2, 8]",3.124,16.667,40.0,2,16
G.Skill Trident Z RGB 32 GB,83.99,"[4, 3000]","[2, 16]",2.625,10.667,16.0,2,32
Crucial Ballistix Sport 4 GB,39.7,"[3, 1600]","[1, 4]",9.925,11.25,9.0,2,4
G.Skill Trident Z Neo 32 GB,209.99,"[4, 4000]","[2, 16]",6.562,8.0,16.0,2,32
G.Skill Ripjaws V 64 GB,240.89,"[4, 3600]","[2, 32]",3.764,8.889,16.0,2,64
Samsung M393B2G70DB0-YK0 16 GB,28.99,"[3, 1600]","[1, 16]",1.812,13.75,11.0,2,16
Crucial CT16G52C42U5 16 GB,46.99,"[5, 5200]","[1, 16]",2.937,16.154,42.0,2,16
Patriot Viper Elite II 32 GB,59.99,"[4, 3600]","[2, 16]",1.875,11.111,20.0,2,32
G.Skill Trident Z Royal 32 GB,187.71,"[4, 3200]","[4, 8]",5.866,10.0,16.0,2,32
G.Skill Ripjaws S5 64 GB,169.99,"[5, 5200]","[2, 32]",2.656,13.846,36.0,2,64
Thermaltake TOUGHRAM Z-ONE RGB 16 GB,195.0,"[4, 3200]","[2, 8]",12.188,10.0,16.0,2,16
G.Skill Ripjaws 32 GB,89.99,"[5, 4800]","[2, 16]",2.812,14.167,34.0,2,32
G.Skill Ripjaws 64 GB,103.99,"[4, 3200]","[2, 32]",1.625,13.75,22.0,2,64
G.Skill Trident Z5 RGB 32 GB,114.99,"[5, 5600]","[2, 16]",3.593,10.714,30.0,2,32
G.Skill Ripjaws S5 32 GB,99.99,"[5, 5600]","[2, 16]",3.125,10.714,30.0,2,32
Kingston FURY Renegade 16 GB,82.8,"[5, 6000]","[1, 16]",5.175,10.667,32.0,2,16
TEAMGROUP Elite Plus 32 GB,74.98,"[5, 4800]","[2, 16]",2.343,16.667,40.0,2,32
Kingston FURY Beast 32 GB,124.23,"[5, 6000]","[1, 32]",3.882,13.333,40.0,2,32
TEAMGROUP T-Create Expert 96 GB,409.99,"[5, 6800]","[2, 48]",4.271,10.588,36.0,2,96
ADATA XPG SPECTRIX D50 32 GB,183.0,"[4, 3200]","[1, 32]",5.719,10.0,16.0,2,32
V-Color Manta XPrism RGB 32 GB,238.28,"[5, 7200]","[2, 16]",7.446,10.0,36.0,2,32
Corsair Vengeance 64 GB,179.99,"[5, 4400]","[2, 32]",2.812,16.364,36.0,2,64
ADATA XPG GAMMIX D45 32 GB,100.77,"[4, 3600]","[2, 16]",3.149,10.0,18.0,2,32
Silicon Power SP032GBSFU320X22 32 GB,48.79,"[4, 3200]","[2, 16]",1.525,13.75,22.0,2,32
Mushkin Redline 32 GB,89.85,"[4, 3200]","[2, 16]",2.808,8.75,14.0,2,32
Corsair Vengeance RGB Pro 32 GB,403.8,"[4, 3600]","[2, 16]",12.619,7.778,14.0,2,32
Corsair Vengeance RGB Pro 32 GB,149.99,"[4, 3600]","[4, 8]",4.687,10.0,18.0,2,32
